timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764563062409,9,1. Get Flights,200,OK,100 Concurrent Users 1-49,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,9,0,1
1764563062419,8,2. Get Hotels,200,OK,100 Concurrent Users 1-49,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,8,0,1
1764563062428,22,3. Get Cars,200,OK,100 Concurrent Users 1-49,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,22,0,1
1764563062508,15,1. Get Flights,200,OK,100 Concurrent Users 1-50,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,15,0,1
1764563062524,8,2. Get Hotels,200,OK,100 Concurrent Users 1-50,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,8,0,0
1764563062533,19,3. Get Cars,200,OK,100 Concurrent Users 1-50,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,19,0,0
1764563062608,9,1. Get Flights,200,OK,100 Concurrent Users 1-51,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,8,0,1
1764563062617,8,2. Get Hotels,200,OK,100 Concurrent Users 1-51,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,7,0,1
1764563062625,20,3. Get Cars,200,OK,100 Concurrent Users 1-51,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,20,0,1
1764563062709,12,1. Get Flights,200,OK,100 Concurrent Users 1-52,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,9,0,1
1764563062721,12,2. Get Hotels,200,OK,100 Concurrent Users 1-52,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,11,0,1
1764563062733,23,3. Get Cars,200,OK,100 Concurrent Users 1-52,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,23,0,1
1764563062809,10,1. Get Flights,200,OK,100 Concurrent Users 1-53,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,10,0,1
1764563062820,8,2. Get Hotels,200,OK,100 Concurrent Users 1-53,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,8,0,1
1764563062829,26,3. Get Cars,200,OK,100 Concurrent Users 1-53,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,26,0,1
1764563062907,9,1. Get Flights,200,OK,100 Concurrent Users 1-54,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,9,0,1
1764563062917,8,2. Get Hotels,200,OK,100 Concurrent Users 1-54,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,7,0,1
1764563062925,21,3. Get Cars,200,OK,100 Concurrent Users 1-54,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,21,0,1
1764563063009,10,1. Get Flights,200,OK,100 Concurrent Users 1-55,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,10,0,1
1764563063020,14,2. Get Hotels,200,OK,100 Concurrent Users 1-55,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,14,0,1
1764563063034,22,3. Get Cars,200,OK,100 Concurrent Users 1-55,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,22,0,1
1764563063108,8,1. Get Flights,200,OK,100 Concurrent Users 1-56,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,8,0,1
1764563063117,9,2. Get Hotels,200,OK,100 Concurrent Users 1-56,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,8,0,0
1764563063126,33,3. Get Cars,200,OK,100 Concurrent Users 1-56,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,33,0,1
1764563063210,17,1. Get Flights,200,OK,100 Concurrent Users 1-57,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,16,0,1
1764563063227,15,2. Get Hotels,200,OK,100 Concurrent Users 1-57,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,15,0,1
1764563063242,25,3. Get Cars,200,OK,100 Concurrent Users 1-57,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,25,0,2
1764563063309,10,1. Get Flights,200,OK,100 Concurrent Users 1-58,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,10,0,1
1764563063320,10,2. Get Hotels,200,OK,100 Concurrent Users 1-58,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,9,0,1
1764563063330,24,3. Get Cars,200,OK,100 Concurrent Users 1-58,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,24,0,1
1764563063408,10,1. Get Flights,200,OK,100 Concurrent Users 1-59,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,10,0,1
1764563063419,8,2. Get Hotels,200,OK,100 Concurrent Users 1-59,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,7,0,0
1764563063427,24,3. Get Cars,200,OK,100 Concurrent Users 1-59,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,24,0,1
1764563063507,11,1. Get Flights,200,OK,100 Concurrent Users 1-60,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,11,0,1
1764563063519,10,2. Get Hotels,200,OK,100 Concurrent Users 1-60,text,true,,97439,197,1,1,http://localhost:5000/api/hotels?limit=100,10,0,1
1764563063530,25,3. Get Cars,200,OK,100 Concurrent Users 1-60,text,true,,82327,195,1,1,http://localhost:5000/api/cars?limit=100,24,0,1
1764563063607,11,1. Get Flights,200,OK,100 Concurrent Users 1-61,text,true,,101994,189,1,1,http://localhost:5000/api/flights?limit=100,11,0,1
